Month (text),GMT,London Mean Roadside Nitric Oxide (ug/m3),London Mean Roadside Nitrogen Dioxide (ug/m3),London Mean Roadside Oxides of Nitrogen (ug/m3),London Mean Roadside Ozone (ug/m3),London Mean Roadside PM10 Particulate (ug/m3),London Mean Roadside PM2.5 Particulate (ug/m3),London Mean Roadside Sulphur Dioxide (ug/m3),London Mean Background Nitric Oxide (ug/m3),London Mean Background Nitrogen Dioxide (ug/m3),London Mean Background Oxides of Nitrogen (ug/m3),London Mean Background Ozone (ug/m3),London Mean Background PM10 Particulate (ug/m3),London Mean Background PM2.5 Particulate (ug/m3),London Mean Background Sulphur Dioxide (ug/m3)
2018-12-01,10:00,72.39354838709676,53.190322580645166,164.1838709677419,20.941935483870967,22.34516129032258,11.709677419354842,3.3120000000000003,27.574193548387097,35.10645161290323,76.35806451612905,28.78387096774194,16.396774193548385,9.74516129032258,2.9322580645161294
2018-12-01,11:00,65.0774193548387,52.4741935483871,152.24193548387098,22.112903225806456,23.24193548387096,11.545161290322582,2.8434782608695652,23.054838709677416,33.480645161290326,67.3032258064516,31.28064516129032,16.700000000000003,9.55483870967742,1.987096774193549
2018-12-01,12:00,58.69032258064517,51.670967741935485,141.63548387096776,23.229032258064514,22.851612903225806,11.309677419354838,2.8318181818181825,18.190322580645155,32.229032258064514,58.029032258064525,33.37096774193549,15.65806451612903,9.65806451612903,1.9225806451612901
2018-12-01,13:00,55.329032258064515,51.751612903225805,136.57419354838706,23.403225806451612,22.200000000000006,11.122580645161289,2.7181818181818183,14.85806451612903,31.8516129032258,52.587096774193554,34.38064516129032,15.003225806451615,8.964516129032258,1.7870967741935484
2018-12-01,14:00,54.441935483870964,53.016129032258064,136.4741935483871,22.72903225806451,21.94838709677419,10.30967741935484,3.1454545454545455,13.674193548387098,32.903225806451616,52.02258064516128,34.05806451612903,14.593548387096773,8.525806451612903,1.6903225806451612
2018-12-01,15:00,58.86451612903225,56.84838709677418,147.09032258064516,19.99354838709677,22.370967741935484,10.719354838709679,3.756521739130434,15.051612903225806,37.0967741935484,58.49354838709677,29.56451612903226,14.94516129032258,8.325806451612904,1.7677419354838706
2018-12-01,16:00,65.46451612903225,60.990322580645156,161.34838709677416,17.95806451612903,23.258064516129036,11.896774193548387,3.252173913043478,19.345161290322583,41.593548387096774,69.91612903225806,25.996774193548394,16.125806451612906,9.05483870967742,1.8967741935483875
2018-12-01,17:00,67.33548387096774,62.02903225806452,165.2709677419355,17.764516129032256,23.509677419354844,12.890322580645163,3.0913043478260858,22.712903225806446,42.83225806451614,76.53548387096774,25.364516129032253,17.03548387096774,9.954838709677421,2.0612903225806454
2018-12-01,18:00,65.9483870967742,61.33548387096775,162.4548387096774,17.96451612903226,23.22258064516129,13.403225806451614,2.608695652173913,23.361290322580643,42.651612903225804,77.76774193548387,25.435483870967747,17.8,10.764516129032259,2.087096774193548
2018-12-01,19:00,59.39677419354838,58.42903225806452,149.5032258064516,19.609677419354846,22.793548387096774,13.57741935483871,2.052173913043479,21.97741935483871,40.99354838709678,74.29032258064515,26.438709677419364,16.767741935483873,10.98709677419355,2.0419354838709682
2018-12-01,20:00,51.661290322580655,54.1,133.29032258064515,20.467741935483875,21.87741935483871,13.277419354838711,1.5000000000000002,19.416129032258063,38.561290322580646,68,26.961290322580645,16.67096774193548,11.07741935483871,1.8741935483870968
2018-12-01,21:00,47.3258064516129,51.17096774193549,123.70645161290322,20.929032258064517,21.545161290322575,13.648387096774192,1.3000000000000003,18.099999999999998,36.251612903225805,63.60322580645162,27.593548387096778,16.82258064516129,10.961290322580647,1.7967741935483874
2018-12-01,22:00,44.38064516129032,48.18387096774193,116.22580645161293,22.53548387096774,20.722580645161294,13.370967741935486,1.0347826086956522,17.248387096774195,34.00645161290322,60.15161290322581,29.612903225806445,16.719354838709677,11.170967741935485,1.8387096774193548
2018-12-01,23:00,40.20000000000001,44.96451612903226,106.59677419354837,24.103225806451608,19.37741935483871,12.125806451612906,0.6782608695652178,16.12903225806452,31.325806451612902,55.858064516129026,30.819354838709675,15.864516129032255,11.064516129032258,1.8129032258064515
